"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"94","217.60266572357494","148.45834172145547","4.975870457068487","-0.3076458715160733","0.015869140625","0.0078125","0.02392578125","1300","0.000633503143992929","0","0.000633503143992929","0.000633503143992929","94_95:0.00978644368707654;94_90:0.007773367433227624","94_95:660;94_90:660","true"
"95","184.48697106742156","127.58093887403504","4.838894819548012","-0.3098764431196092","0.012451171875","0.01708984375","0.0078125","1300","0.0004328965010081914","0","0.0004328965010081914","0.0004328965010081914","95_96:0.008323241911982249","95_96:660","true"
"96","180.5713054207702","46.390367784994616","4.747922771778982","-0.3109191907797597","0.042236328125","0.046875","0.03759765625","1300","0.00027024152336378905","0","0.00027024152336378905","0.00027024152336378905","","","true"
"97","279.0782089739065","121.41859131411219","4.8161584748682085","-0.3095561501235201","0.0166015625","0.01513671875","0.01806640625","1300","0.00026207306811123213","0","0.00026207306811123213","0.00026207306811123213","97_96:0.008724200475273447;97_98:0.00700323334839667","97_96:660;97_98:660","true"
"98","210.13704804486136","116.0068949505113","4.942892762664871","-0.308363471215884","0.014404296875","0.01806640625","0.0107421875","1300","0.00039825424611823426","0","0.00039825424611823426","0.00039825424611823426","98_91:0.032165643707430414","98_91:660","true"
"99","174.40848740588777","158.06396389279536","5.060117158982488","-0.30553728570536653","0.00927734375","0.0078125","0.0107421875","1300","0.00030112350727057546","0","0.00030112350727057546","0.00030112350727057546","99_98:0.0071957515876789335","99_98:660","true"
"100","81.17289387413378","85.2554553672165","4.905358328305156","-0.3084392241160231","0.00927734375","0.00927734375","0.00927734375","1300","0.00019548647675675555","0","0.00019548647675675555","0.00019548647675675555","100_110:0.00846485439305067;100_99:0.019256462917885325","100_110:660;100_99:660","true"
"101","197.37044151531737","212.96517843689054","5.065363898957977","-0.3063331480679172","0.019775390625","0.009765625","0.02978515625","1300","0.0008742499163250738","0","0.0008742499163250738","0.0008742499163250738","101_100:0.03459213824640581;101_102:0.03320769464448775","101_100:660;101_102:660","true"
"102","154.71475400001097","228.5034301403176","4.809691498805208","-0.30996470519230634","0.04443359375","0.04345703125","0.04541015625","1300","0.0002328743026456671","0","0.0002328743026456671","0.0002328743026456671","102_103:0.005367950117860093","102_103:660","true"
"103","153.3783529412744","81.03333760705831","4.9334528950189585","-0.30764620230723944","0.00830078125","0.00830078125","0.00830078125","1300","0.0002388483626623002","0","0.0002388483626623002","0.0002388483626623002","","","true"
"104","219.87585864861492","123.87278613981964","4.765563477979688","-0.31046094866074025","0.01025390625","0.01171875","0.0087890625","1300","0.000261838549869649","0","0.000261838549869649","0.000261838549869649","104_103:0.006836775204173889","104_103:660","true"
"105","97.91910108059155","41.46409016667041","4.982051677173173","-0.30759736332542964","0.013427734375","0.0185546875","0.00830078125","1300","0.0008421951307306958","0","0.0008421951307306958","0.0008421951307306958","105_104:0.013044890589857167;105_106:0.016117780879113808","105_104:660;105_106:660","true"
"106","220.8155748520183","14.495307598145708","4.878149711023905","-0.309312950580174","0.071044921875","0.0595703125","0.08251953125","1300","0.0004028309046106954","0","0.0004028309046106954","0.0004028309046106954","","","true"
"107","242.27676085727683","34.28244594978441","4.916005928184679","-0.3080022405881546","0.022216796875","0.01611328125","0.0283203125","1300","0.00034744138865282133","0","0.00034744138865282133","0.00034744138865282133","107_106:0.010971109722312467","107_106:660","true"
"108","177.0564103687998","21.81855422713241","5.056163924512142","-0.3060067460745893","0.0107421875","0.01220703125","0.00927734375","1300","0.0004515286351855991","0","0.0004515286351855991","0.0004515286351855991","108_112:0.013855411415658464;108_107:0.012839134106867572","108_112:660;108_107:660","true"
"109","124.09473396747077","147.9621935072864","4.98496662915122","-0.3071158019842663","0.043212890625","0.03173828125","0.0546875","1300","0.0005310631480349009","0","0.0005310631480349009","0.0005310631480349009","109_96:0.008036492335550233","109_96:660","true"
"110","131.36665700598283","160.89163196004895","4.83016547307174","-0.3090472310608016","0.01123046875","0.00634765625","0.01611328125","1300","0.0002338984010109805","0","0.0002338984010109805","0.0002338984010109805","110_118:0.005966881784564448","110_118:660","true"
"111","2.3949464031215744","7.309610506219946","4.853160411620677","-0.30961255187582126","0.0126953125","0.01611328125","0.00927734375","1300","0.001288797369999544","0","0.001288797369999544","0.001288797369999544","111_104:0.02578363760391461","111_104:660","true"
"112","184.20807771823812","21.604754776356508","5.002418528732992","-0.3061965297474003","0.032958984375","0.0078125","0.05810546875","1300","0.0003040602104570804","0","0.0003040602104570804","0.0003040602104570804","112_126:0.011754775371318749","112_126:660","true"
