"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"38","361.5041356597526","227.71266321987514","4.485858825094788","-0.31593779214327095","0.0283203125","0.0244140625","0.0322265625","1216","0.00015104362198192748","0","0.00015104362198192748","0.00015104362198192748","38_39:0.007625783236648781","38_39:533.3333333333333","true"
"39","503.51625505715265","124.59217809028966","4.5742403309633675","-0.3140308325815774","0.024169921875","0.02392578125","0.0244140625","1216","0.0006296930138561563","0","0.0006296930138561563","0.0006296930138561563","","","true"
"40","456.2225054954387","364.20693321269346","4.705520655709686","-0.31264268217270236","0.012451171875","0.00439453125","0.0205078125","1216","0.00008355484188116581","0","0.00008355484188116581","0.00008355484188116581","40_39:0.006763848551394724","40_39:590.2222222222222","true"
"41","287.66752279171425","430.843635574815","4.8145580216232","-0.3126369186509598","0.00830078125","0.0107421875","0.005859375","1216","0.00018580019070923515","0","0.00018580019070923515","0.00018580019070923515","41_40:0.004991672299035466;41_53:0.0034119224739334875","41_40:533.3333333333333;41_53:533.3333333333333","true"
"42","112.67127164741797","175.57403589651716","4.654685281197513","-0.3142873185900896","0.029296875","0.0322265625","0.0263671875","1216","0.0001785143276386098","0","0.0001785143276386098","0.0001785143276386098","42_41:0.006590067380531778","42_41:533.3333333333333","true"
"43","322.8959257813712","196.70120475504262","4.755141504820708","-0.31327741535760273","0.02587890625","0.02392578125","0.02783203125","1216","0.00013220588633787095","0","0.00013220588633787095","0.00013220588633787095","43_34:0.011028044656838848;43_42:0.011254547434546847;43_44:0.004779901091289285","43_34:533.3333333333333;43_42:533.3333333333333;43_44:533.3333333333333","true"
"44","361.1701213369893","304.04029736645396","4.8680972147912005","-0.3104963912007421","0.01416015625","0.01171875","0.0166015625","1216","0.0001113163711655198","0","0.0001113163711655198","0.0001113163711655198","","","true"
"45","255.30263366500253","175.4598734451892","4.7628361318555825","-0.3110511707571012","0.012451171875","0.00732421875","0.017578125","1216","0.0006865325301318864","0","0.0006865325301318864","0.0006865325301318864","45_46:0.014952025805270885;45_44:0.006644564109571982","45_46:533.3333333333333;45_44:533.3333333333333","true"
"46","280.8202402957815","463.1099070114722","4.674023992019328","-0.31335055063587447","0.054931640625","0.04443359375","0.0654296875","1216","0.00014972598066022752","0","0.00014972598066022752","0.00014972598066022752","","","true"
"47","234.6248003980817","154.62914349954937","4.795127540869926","-0.31225140541662605","0.022216796875","0.0322265625","0.01220703125","1216","0.00015263459399517178","0","0.00015263459399517178","0.00015263459399517178","47_48:0.005216448064453205;47_46:0.005400687166173951","47_48:533.3333333333333;47_46:533.3333333333333","true"
"48","388.40662799394113","403.11017591059306","4.7072613642162295","-0.31164980062742437","0.03173828125","0.03173828125","0.03173828125","1216","0.00022356399753705602","0","0.00022356399753705602","0.00022356399753705602","","","true"
"49","187.4739705493272","146.16515671112515","4.8107927555258785","-0.31113135217025384","0.03076171875","0.02587890625","0.03564453125","1216","0.00023592162466216397","0","0.00023592162466216397","0.00023592162466216397","49_48:0.007257269895609292;49_50:0.006034931283903505","49_48:533.3333333333333;49_50:590.2222222222222","true"
"50","222.1160606949631","187.7634611471081","4.8790118465723005","-0.3096877134937021","0.023193359375","0.02783203125","0.0185546875","1216","0.00017539643755296","0","0.00017539643755296","0.00017539643755296","50_51:0.010353957884840476","50_51:341.3333333333333","true"
"51","177.73851262923066","242.08306821781923","4.767363484408105","-0.31093959212206534","0.01806640625","0.02294921875","0.01318359375","1216","0.00019755083373534815","0","0.00019755083373534815","0.00019755083373534815","","","true"
